code,name,brand,categories,countries,energy_kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber,image_url,image_nutrition_url,is_nutrition_anomaly,anomaly_score,claim_legality,claim_confidence,meets_category_expectations,expectation_violations,training_label_score,training_label_risk
7613035450875,Crunch,"Nestlé, Crunch","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Breakfast cereals fortified with vitamins and chemical elements, Unfilled breakfast chocolate cereals fortified with vitamins and chemical elements, extruded cereals","Belgique,France",403.0,7.6,2.0,73.0,25.0,7.4,0.04,,https://images.openfoodfacts.org/images/products/761/303/545/0875/front_fr.32.400.jpg,,False,-0.4354810943995096,unknown,0.5,False,High fat: 7.6 > 1,0.85,moderate
7613035521346,Clinutren Énergie,Nestlé Health Énergie,"Beverages, en:dietary-supplements",France,200.0,8.7,0.7,21.0,5.6,9.0,0.25,,https://images.openfoodfacts.org/images/products/761/303/552/1346/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/761/303/552/1346/nutrition_fr.7.400.jpg,False,-0.4046438332624696,unknown,0.5,True,,1.0,low
7613035548336,Chocapic,"Nestlé, Cereal Partners, Chocapic","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux",France,389.0,4.5,1.8,75.8,28.8,8.1,0.38,6.2,https://images.openfoodfacts.org/images/products/761/303/554/8336/front_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/761/303/554/8336/nutrition_fr.10.400.jpg,False,-0.41487618113620867,unknown,0.5,False,High fat: 4.5 > 1,0.85,moderate
7613035548435,NESTLE NESQUIK Céréales paquet de 450g + 50%,Nestlé,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux",France,381.0,4.0,1.8,74.0,25.2,7.8,0.5,8.7,https://images.openfoodfacts.org/images/products/761/303/554/8435/front_fr.13.400.jpg,https://images.openfoodfacts.org/images/products/761/303/554/8435/nutrition_fr.15.400.jpg,False,-0.44350497759713625,unknown,0.5,False,High fat: 4.0 > 1,0.85,moderate
7613035771758,NESQUIK Céréales Petit Déjeuner Crunchy Mueslis,"Nestlé, Nesquik","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Breakfast cereals fortified with vitamins and chemical elements, Unfilled breakfast chocolate cereals fortified with vitamins and chemical elements, en:mueslis-with-chocolate","France,Allemagne,Suisse",433.0,14.7,1.9,63.4,21.4,8.1,0.24,7.4,https://images.openfoodfacts.org/images/products/761/303/577/1758/front_fr.50.400.jpg,https://images.openfoodfacts.org/images/products/761/303/577/1758/nutrition_fr.18.400.jpg,False,-0.44154329103851736,unknown,0.5,False,High fat: 14.7 > 1,0.85,moderate
7613035791046,Chocapic granola,"Nestlé, Chocapic","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux","France,La Réunion",427.0,14.0,2.22,62.2,18.9,9.78,0.267,8.44,https://images.openfoodfacts.org/images/products/761/303/579/1046/front_fr.42.400.jpg,https://images.openfoodfacts.org/images/products/761/303/579/1046/nutrition_fr.45.400.jpg,True,-0.6102068685206025,unknown,0.5,False,High fat: 14.0 > 1,0.65,high
7613035830608,Chocapic Muesli,Nestlé,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux","Belgique,France,Espagne",431.0,14.1,2.1,64.4,19.4,8.5,0.2,6.4,https://images.openfoodfacts.org/images/products/761/303/583/0608/front_fr.12.400.jpg,https://images.openfoodfacts.org/images/products/761/303/583/0608/nutrition_fr.25.400.jpg,True,-0.5575471202036592,unknown,0.5,False,High fat: 14.1 > 1,0.65,high
7613035833289,Eau minérale naturelle gazeuse,Perrier,"Beverages, Carbonated drinks, Waters, Spring waters, Mineral waters, Unsweetened beverages, Carbonated waters, en:carbonated-mineral-waters","Belgique,France",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/761/303/583/3289/front_fr.22.400.jpg,,False,-0.2873935871147189,unknown,0.5,True,,1.0,low
7613035905511,Happy Fruity,Nestlé,en:herbal-teas,"France,Switzerland",0.0,0.0,0.0,0.0,0.0,0.0,,,https://images.openfoodfacts.org/images/products/761/303/590/5511/front_fr.11.400.jpg,,False,-0.29600260452682653,unknown,0.5,True,,1.0,low
7613035982055,"Le Gourmand Soja, Poivre et Persil","Nestlé, Garden gourmet","Plant-based foods and beverages,Plant-based foods,Meat alternatives,Meat analogues,Meat analogues from soy or wheat proteins,Vegetarian patties,Patties from soy and or wheat proteins",France,173.0,4.8,0.4,10.4,3.0,20.0,1.1,4.3,https://images.openfoodfacts.org/images/products/761/303/598/2055/front_fr.181.400.jpg,https://images.openfoodfacts.org/images/products/761/303/598/2055/nutrition_fr.136.400.jpg,False,-0.4278763825256746,unknown,0.5,True,,1.0,low
7613036045940,Yorkie Protein Chocolate Bar,,en:Protein bars,France,513.0,27.2,16.3,41.1,37.7,24.7,0.29,,https://images.openfoodfacts.org/images/products/761/303/604/5940/front_fr.7.400.jpg,,True,-0.4910662391462777,unknown,0.5,False,High sugar: 37.7 > 5,0.65,high
7613036337342,GARDEN GOURMET Pavé Gourmand Fromage Soja et Blé 180g,"Nestlé,Garden gourmet,Herta",Patties from soy and or wheat proteins,France,226.0,10.4,3.1,15.4,0.9,16.2,1.2,3.5,https://images.openfoodfacts.org/images/products/761/303/633/7342/front_fr.100.400.jpg,https://images.openfoodfacts.org/images/products/761/303/633/7342/nutrition_fr.70.400.jpg,False,-0.4010264125215317,unknown,0.5,True,,1.0,low
7613036360791,Alfamino,SMA,Dietary supplements,United Kingdom,500.0,24.6,8.5,56.3,4.0,13.0,0.49,,https://images.openfoodfacts.org/images/products/761/303/636/0791/front_en.23.400.jpg,https://images.openfoodfacts.org/images/products/761/303/636/0791/nutrition_en.25.400.jpg,False,-0.44081230261790944,unknown,0.5,True,,1.0,low
7613036668910,NESTLE NESQUIK BIO Céréales 375g,"Nestlé, Nesquik, Nesquik bio","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Céréales chocolatées pour petit-déjeuner non fourrées et non enrichies en vitamines et minéraux,Céréales pour petit déjeuner riches en fibres","Belgique,France,Maroc,La Réunion,Espagne,Suisse",374.0,2.1,0.7,75.2,22.3,9.1,0.45,8.7,https://images.openfoodfacts.org/images/products/761/303/666/8910/front_fr.247.400.jpg,https://images.openfoodfacts.org/images/products/761/303/666/8910/nutrition_fr.94.400.jpg,False,-0.3939385381953836,unknown,0.5,False,High fat: 2.1 > 1,0.85,moderate
7613036669146,NESTLE CHOCAPIC BIO Céréales - Boite de 375g,"Nestlé,Chocapic","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales pour petit déjeuner enrichies en vitamines et minéraux,Céréales extrudées,Céréales pour petit déjeuner riches en fibres,Pétales de blé chocolatés","Belgique,France,Luxembourg,La Réunion",390.0,5.6,1.6,71.7,19.9,9.1,0.2,8.2,https://images.openfoodfacts.org/images/products/761/303/666/9146/front_en.213.400.jpg,https://images.openfoodfacts.org/images/products/761/303/666/9146/nutrition_fr.405.400.jpg,False,-0.3807981492953336,unknown,0.5,False,High fat: 5.6 > 1,0.85,moderate
7613036669238,Perrier pamplemousse,Perrier,"Arome naturel, Eau minerale gazeuse",en:france,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/761/303/666/9238/front_fr.4.400.jpg,,False,-0.36088758696451084,unknown,0.5,True,,1.0,low
7613036700061,Peptamen HN,Nestlé,"Denrée alimentaire destinée à des fins médicales spéciales, Hyperprotéinée, Hyperénergétique, Nutritionnellement complète, Riche en TCM pour nutrition entérale., À base de protéines hydrolysées de lactosérum",France,133.0,,,,1.4,,0.22,,https://images.openfoodfacts.org/images/products/761/303/670/0061/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/761/303/670/0061/nutrition_fr.13.400.jpg,False,-0.4276562326702118,unknown,0.5,True,,1.0,low
7613036751223,NESQUIK,"Nestlé, Nesquik","Plant-based foods and beverages, Beverages, Plant-based foods, Breakfasts, Cocoa and its products, Cooking helpers, Cocoa and chocolate powders, Instant beverages, Pastry helpers, Cocoa powders, Chocolate-powders, Cocoa powder for beverages with sugar, Cocoa powder for beverages with sugar fortified with vitamins, Sugary cooking helpers, en:instant-chocolate-powders",France,386.0,3.6,1.6,78.9,75.1,5.1,0.41,7.7,https://images.openfoodfacts.org/images/products/761/303/675/1223/front_fr.104.400.jpg,https://images.openfoodfacts.org/images/products/761/303/675/1223/nutrition_fr.56.400.jpg,True,-0.5273870480264102,unknown,0.5,False,High fat: 3.6 > 1,0.65,high
7613037035902,Clinutren,Nestlé,Complément nutritionnels oraux,France,200.0,9.6,1.7,18.0,6.5,10.0,0.2,,https://images.openfoodfacts.org/images/products/761/303/703/5902/front_fr.21.400.jpg,https://images.openfoodfacts.org/images/products/761/303/703/5902/nutrition_fr.11.400.jpg,False,-0.4427901234406281,unknown,0.5,True,,1.0,low
7613037036169,Clinutren dessert hp/hc,Nestlé,"Dessert-hyperproteine,Compléments alimentaires",France,200.0,9.6,1.7,18.0,6.2,10.0,0.2,,https://images.openfoodfacts.org/images/products/761/303/703/6169/front_fr.26.400.jpg,https://images.openfoodfacts.org/images/products/761/303/703/6169/nutrition_fr.29.400.jpg,False,-0.41845835583992347,unknown,0.5,False,Low protein: 10.0 < 15; High sugar: 6.2 > 5,0.85,moderate
7613037047974,OPTIFAST,Nestlé,"Meals, Dietary supplements, Meal replacements",en:Germany,392.0,11.0,1.2,34.0,19.0,36.0,1.2,6.5,https://images.openfoodfacts.org/images/products/761/303/704/7974/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/761/303/704/7974/nutrition_en.21.400.jpg,False,-0.40801362788015105,unknown,0.5,True,,1.0,low
7613037231076,hamburguesas a base de vegetales,Tivall,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, en:Meat alternatives, Carnes vegetales, en:Meat analogues from soy or wheat proteins, Filetes vegetales para hamburguesas, en:Patties from soy and or wheat proteins",Spain,167.0,5.0,0.5,11.0,3.3,17.0,1.2,,https://images.openfoodfacts.org/images/products/761/303/723/1076/front_es.3.400.jpg,https://images.openfoodfacts.org/images/products/761/303/723/1076/nutrition_es.5.400.jpg,False,-0.4910553727002756,unknown,0.5,True,,1.0,low
7613037535426,NESTLE CHOCAPIC Céréales Petit Déjeuner 645g PRIX CHOC,"Nestlé, Chocapic","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales pour petit déjeuner enrichies en vitamines et minéraux,Céréales extrudées,Pétales de blé chocolatés,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux,Céréales pour petit déjeuner riches en fibres",France,385.0,4.6,1.3,73.0,25.0,8.6,0.22,8.0,https://images.openfoodfacts.org/images/products/761/303/753/5426/front_fr.44.400.jpg,https://images.openfoodfacts.org/images/products/761/303/753/5426/nutrition_fr.45.400.jpg,False,-0.3711506260043473,unknown,0.5,False,High fat: 4.6 > 1,0.85,moderate
7613037535501,NESTLE NESQUIK Céréales Petit Déjeuner 950g PRIX CHOC,Nestlé,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux",France,369.0,1.7,0.6,75.8,24.9,8.4,0.44,8.7,https://images.openfoodfacts.org/images/products/761/303/753/5501/front_fr.15.400.jpg,https://images.openfoodfacts.org/images/products/761/303/753/5501/nutrition_fr.5.400.jpg,False,-0.4867733228723298,unknown,0.5,False,High fat: 1.7 > 1,0.85,moderate
7613037535693,NESTLE CRUNCH Céréales 980g PRIX CHOC,"Nestlé, Crunch","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux",France,403.0,7.6,2.0,72.7,24.9,7.4,0.04,7.2,https://images.openfoodfacts.org/images/products/761/303/753/5693/front_fr.25.400.jpg,https://images.openfoodfacts.org/images/products/761/303/753/5693/nutrition_fr.5.400.jpg,False,-0.4276765104194233,unknown,0.5,False,High fat: 7.6 > 1,0.85,moderate
7613037566314,NESTLE NESQUIK Céréales 950g XXL,"Nestlé, Nesquik","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Boules de céréales au chocolat,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux",France,377.0,2.8,1.1,75.2,22.4,8.5,0.22,8.6,https://images.openfoodfacts.org/images/products/761/303/756/6314/front_fr.76.400.jpg,https://images.openfoodfacts.org/images/products/761/303/756/6314/nutrition_fr.37.400.jpg,False,-0.39267829877854804,unknown,0.5,False,High fat: 2.8 > 1,0.85,moderate
7613037578836,NESTLE CRUNCH Céréales 980g XXL,"Nestlé, Crunch","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux",France,402.0,7.4,3.3,72.8,24.9,7.4,0.04,7.2,https://images.openfoodfacts.org/images/products/761/303/757/8836/front_fr.43.400.jpg,https://images.openfoodfacts.org/images/products/761/303/757/8836/nutrition_fr.27.400.jpg,False,-0.4295241871549685,unknown,0.5,False,High fat: 7.4 > 1,0.85,moderate
7613037672756,Sensational Hack,"Nestlé, Garden Gourmet","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte, en:Meat analogues from soy or wheat proteins, Vegetarisches Gehacktes","Czech Republic,Germany",178.0,10.4,3.9,2.0,1.2,15.7,0.83,6.9,https://images.openfoodfacts.org/images/products/761/303/767/2756/front_de.52.400.jpg,https://images.openfoodfacts.org/images/products/761/303/767/2756/nutrition_de.54.400.jpg,False,-0.43704030176079295,unknown,0.5,True,,1.0,low
7613037732627,Optifast,Optifast,"Imbiss, Süßer Snack, Riegel, Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Energieriegel, Proteinriegel, Protein-Energie-Riegel",en:Germany,325.0,8.0,1.5,34.0,8.0,30.0,1.5,9.0,https://images.openfoodfacts.org/images/products/761/303/773/2627/front_de.3.400.jpg,https://images.openfoodfacts.org/images/products/761/303/773/2627/nutrition_de.7.400.jpg,True,-0.5058104015467255,unknown,0.5,False,High sugar: 8.0 > 5,0.65,high
7613038520193,Nałęczowianka,Nałęczowianka,"Beverages, Waters, Spring waters, Mineral waters, pl:woda-mineralna-niegazowana","Poland,en:poland",0.0,,,,,,,,https://images.openfoodfacts.org/images/products/761/303/852/0193/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/761/303/852/0193/nutrition_en.9.400.jpg,False,-0.2873935871147189,unknown,0.5,True,,1.0,low
7613038832548,Meritene,Nestlé,"it:Integratore, en:dietary-supplements",en:Italy,355.0,1.0,0.8,56.0,51.0,31.0,1.0,,https://images.openfoodfacts.org/images/products/761/303/883/2548/front_it.11.400.jpg,https://images.openfoodfacts.org/images/products/761/303/883/2548/nutrition_it.13.400.jpg,True,-0.47294133753799017,unknown,0.5,True,,0.8,moderate
7613039490266,Nesquik,Nestlé,"Beverages and beverages preparations,Beverages,Cocoa and its products,Beverage preparations,Cocoa and chocolate powders,Instant beverages,Cocoa powders,Cocoa powder for beverages with sugar fortified with vitamins,Instant chocolate powders","France,Morocco,Spain",386.0,3.6,1.6,78.9,75.1,5.1,0.41,7.7,https://images.openfoodfacts.org/images/products/761/303/949/0266/front_en.146.400.jpg,https://images.openfoodfacts.org/images/products/761/303/949/0266/nutrition_es.161.400.jpg,False,-0.4805921415094538,unknown,0.5,False,High fat: 3.6 > 1,0.85,moderate
7613039542026,Peptamen peptide based formula,Nestle,"Dietary supplements,Bodybuilding supplements,Protein powders,Meal supplement",India,469.0,18.0,16.0,58.5,12.0,18.3,0.925,,https://images.openfoodfacts.org/images/products/761/303/954/2026/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/761/303/954/2026/nutrition_en.15.400.jpg,False,-0.42193547969218603,unknown,0.5,False,High sugar: 12.0 > 5,0.85,moderate
7613039662823,CHOCAPIC Céréales (6x30g) MIX,"Nestlé, Chocapic","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Pétales de blé chocolatés,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux, Snacks, Snacks sucrés, Barres, Barres de céréales",France,384.0,4.4,1.1,73.8,19.9,8.5,0.2,7.7,https://images.openfoodfacts.org/images/products/761/303/966/2823/front_fr.175.400.jpg,https://images.openfoodfacts.org/images/products/761/303/966/2823/nutrition_fr.177.400.jpg,False,-0.4096471040031734,unknown,0.5,False,High fat: 4.4 > 1,0.85,moderate
7613039690437,NESQUIK Moins de Sucres Poudre Cacaotée Boite 871g,"Nestlé, Nesquik","Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Cocoa powders, Chocolate-powders, Cocoa powder for beverages with sugar fortified with vitamins and chemical elements, en:instant-chocolate-powders",en:France,327.0,5.4,2.2,45.2,25.0,9.1,0.08,29.6,https://images.openfoodfacts.org/images/products/761/303/969/0437/front_fr.75.400.jpg,https://images.openfoodfacts.org/images/products/761/303/969/0437/nutrition_fr.32.400.jpg,True,-0.566076433622251,unknown,0.5,False,High fat: 5.4 > 1,0.65,high
7613039848258,Nesquik,Nestlé,"Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Cocoa powders, Cocoa powder for beverages with sugar fortified with vitamins",United Kingdom,357.0,3.5,0.5,86.0,71.0,7.0,0.535,7.0,https://images.openfoodfacts.org/images/products/761/303/984/8258/front_en.25.400.jpg,https://images.openfoodfacts.org/images/products/761/303/984/8258/nutrition_en.27.400.jpg,False,-0.5087839115963417,unknown,0.5,False,High fat: 3.5 > 1,0.85,moderate
7613269289890,Levure de bière vitaminée vitamine B1 & acide folique,actilife,"Additifs alimentaires, Levures de bière, Levure de bière vitaminée","France, Suisse",310.0,5.0,5.0,15.0,0.0,45.0,0.1,,https://images.openfoodfacts.org/images/products/761/326/928/9890/front_fr.11.400.jpg,https://images.openfoodfacts.org/images/products/761/326/928/9890/nutrition_fr.23.400.jpg,True,-0.5074279084567114,unknown,0.5,False,High fat: 5.0 > 1,0.65,high
7613269301899,Fantastic Apple,Tea Time,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Beverage preparations, Teas, Herbal teas, en:herbal-tea-blends","Schweiz, Germany",10.0,0.0,0.0,0.6,0.5,0.0,0.0,,https://images.openfoodfacts.org/images/products/761/326/930/1899/front_fr.17.400.jpg,https://images.openfoodfacts.org/images/products/761/326/930/1899/nutrition_fr.19.400.jpg,False,-0.3175271936207589,unknown,0.5,True,,1.0,low
7613287194367,Cheerios multigrain,Nestle,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Breakfast cereals fortified with vitamins and chemical elements, Extruded cereals","United Kingdom, en:ireland",382.0,4.7,0.9,71.2,17.6,9.4,0.84,,https://images.openfoodfacts.org/images/products/761/328/719/4367/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/761/328/719/4367/nutrition_en.5.400.jpg,False,-0.426451311148971,unknown,0.5,False,High fat: 4.7 > 1,0.85,moderate
7613287195449,Shreddies: the coco one,Nestlé,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Breakfast cereals fortified with vitamins and chemical elements, Breakfast chocolate high-fiber cereals fortified with vitamins and chemical elements, extruded cereals","Poland,United Kingdom",369.0,2.4,0.8,72.3,22.2,9.7,0.61,9.8,https://images.openfoodfacts.org/images/products/761/328/719/5449/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/761/328/719/5449/nutrition_en.22.400.jpg,False,-0.42193586118707993,unknown,0.5,False,High fat: 2.4 > 1,0.85,moderate
7613287417787,Sensational Filet-Stückchen Adrian Style,"Nestlé, Garden Gourmet","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte, en:Meat analogues from soy or wheat proteins",Germany,172.0,8.4,0.8,3.6,1.9,17.7,1.0,4.7,https://images.openfoodfacts.org/images/products/761/328/741/7787/front_de.3.400.jpg,https://images.openfoodfacts.org/images/products/761/328/741/7787/nutrition_de.23.400.jpg,False,-0.430763059463129,unknown,0.5,True,,1.0,low
7613287423467,Braseado a base de vegetales,Tivall,"en:Meat alternatives, Carnes vegetales, en:Meat analogues from soy or wheat proteins",Spain,179.0,7.0,0.5,10.0,1.8,15.5,1.3,6.8,https://images.openfoodfacts.org/images/products/761/328/742/3467/front_es.10.400.jpg,https://images.openfoodfacts.org/images/products/761/328/742/3467/nutrition_es.12.400.jpg,False,-0.41290992496686935,unknown,0.5,True,,1.0,low
7613287514219,NESTLE FITNESS Chocolat au Lait Céréales 450g,"Nestlé, Fitness","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales pour petit déjeuner enrichies en vitamines et minéraux, Céréales pour petit déjeuner riches en fibres, Céréales pour petit déjeuner riches en fibres enrichies en vitamines et minéraux, Céréales au chocolat riches en fibres pour petit déjeuner enrichies en vitamines et minéraux",France,397.0,7.3,4.0,69.7,17.5,8.8,0.5,9.1,https://images.openfoodfacts.org/images/products/761/328/751/4219/front_fr.117.400.jpg,https://images.openfoodfacts.org/images/products/761/328/751/4219/nutrition_fr.5.400.jpg,False,-0.40392451325266215,unknown,0.5,False,High fat: 7.3 > 1,0.85,moderate
7613287533265,NESTLE CHOCAPIC BIO Céréales 645g,"Nestlé, Chocapic","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Pétales de blé chocolatés,Céréales chocolatées pour petit-déjeuner non fourrées et non enrichies en vitamines et minéraux",France,391.0,5.5,1.6,72.3,22.5,8.8,0.22,7.9,https://images.openfoodfacts.org/images/products/761/328/753/3265/front_fr.59.400.jpg,https://images.openfoodfacts.org/images/products/761/328/753/3265/nutrition_fr.54.400.jpg,False,-0.3756615375330005,unknown,0.5,False,High fat: 5.5 > 1,0.85,moderate
7613312052396,Jus multivitaminé,M Classic,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Multifruit juices,Mixed fruits pure multivitamin juice",Switzerland,59.0,0.25,0.25,13.0,12.0,0.75,0.005,1.5,https://images.openfoodfacts.org/images/products/761/331/205/2396/front_fr.21.400.jpg,https://images.openfoodfacts.org/images/products/761/331/205/2396/nutrition_de.26.400.jpg,False,-0.40818465438272084,unknown,0.5,True,,1.0,low
7613312140901,VioPlus,Actilife,Dietary supplements,Switzerland,287.0,1.67,1.67,66.7,53.3,3.0,0.0333,1.67,https://images.openfoodfacts.org/images/products/761/331/214/0901/front_fr.12.400.jpg,https://images.openfoodfacts.org/images/products/761/331/214/0901/nutrition_fr.5.400.jpg,True,-0.488450244958703,unknown,0.5,True,,0.8,moderate
7613312141786,ALLinOne,Actilife,"Nahrungsergänzungsmittel, Vitamine","Schweiz, Germany",200.0,11.0,11.0,18.0,0.0,11.0,6.0,,https://images.openfoodfacts.org/images/products/761/331/214/1786/front_en.7.400.jpg,,True,-0.5731318055965567,unknown,0.5,False,High fat: 11.0 > 1,0.65,high
7613312142745,Figure Control,Migros,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars",en:Switzerland,368.0,12.0,5.0,38.0,27.0,23.0,0.67,8.0,https://images.openfoodfacts.org/images/products/761/331/214/2745/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/761/331/214/2745/nutrition_en.14.400.jpg,False,-0.4082158965100365,unknown,0.5,True,,1.0,low
7613312339596,Protein Bar cranberry almond,You,"Compléments alimentaires, Compléments pour le Bodybuilding, Barres protéinées, Protein bar cranberry almond","Schweiz, Germany",453.0,22.0,2.1,33.0,19.0,27.0,0.8,,https://images.openfoodfacts.org/images/products/761/331/233/9596/front_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/761/331/233/9596/nutrition_fr.5.400.jpg,False,-0.5111472970190645,unknown,0.5,False,High sugar: 19.0 > 5,0.85,moderate
7613312418635,Blueberry Protein,Farmer,"Dietary supplements, Bodybuilding supplements, en:bars","Germany, en:switzerland",454.0,21.0,2.4,37.0,17.0,26.0,0.7875,6.7,https://images.openfoodfacts.org/images/products/761/331/241/8635/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/761/331/241/8635/nutrition_en.7.400.jpg,False,-0.41801796096519966,unknown,0.5,True,,1.0,low
7613312418901,M-Budget · Vitamin C + Zink · Zitronenaroma,M-Budget,Dietary supplements,Switzerland,7.0,0.0,0.0,0.5,0.0,0.0,0.74,0.0,https://images.openfoodfacts.org/images/products/761/331/241/8901/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/761/331/241/8901/nutrition_en.7.400.jpg,False,-0.38872973875385586,unknown,0.5,True,,1.0,low
7613312443064,Ice tea - Cold brew - Lemon taste,Migros,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Beverage preparations, Teas, Tea leaves, Tea bags, en:herbal-teas",Switzerland,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/761/331/244/3064/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/761/331/244/3064/nutrition_en.7.400.jpg,False,-0.3357877899393227,unknown,0.5,True,,1.0,low
