code,name,brand,categories,countries,energy_kcal,fat,sugar,protein,salt,integrity_score,risk_level
8719587145494,Whey Protein Poeder IJskoffie,Albert Heijn,en:protein-powders,en:The Netherlands,359.0,5.29,6.76,67.6,0.375,0.865077657252903,moderate
8719881000888,100% Natural Whey Protein,XXL Nutrition,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Netherlands,381.0,5.0,5.31,75.0,0.656,0.8867734733925193,moderate
8719881001526,Diet Shake,Xxl Nutrition,"Voedingssupplementen, Bodybuilding supplementen",en:Belgium,370.9,7.3,1.9,43.1,1.9675,0.9864817617745668,low
8719881001557,Whey Hydro Vanille,XXL Nutrition,en:protein-powders,en:The Netherlands,359.0,2.6,0.7,85.9,1.0825,0.9987717701328985,low
8719881001946,Milkshake,XXL Nutricion,"Dietary supplements,Bodybuilding supplements,Protein shakes",Netherlands,376.0,3.2,8.4,75.2,,0.8806824049322768,moderate
8719881003346,Vanilla flavor,Xxl nutrition,"Beverages, Dietary supplements, Bodybuilding supplements, Protein shakes",Netherlands,62.9,0.71,3.61,10.5,0.0952,0.8803009448088108,moderate
8719881004695,Whey Delicious Chocolate Flavor,XXL Nutrion,en:dietary-supplements,en:Belgium,387.0,5.67,5.67,80.0,,0.9515758391441422,low
8719881004749,Whey Yogurt Raspberry,Xxl Nutrition,en:dietary-supplements,en:Belgium,385.0,5.7,5.8,80.1,0.3925,0.9776754264762424,low
8719881004770,Whey delicious,Xxl Nutricion,"Dairies,Dietary supplements,Whey powder",Netherlands,385.0,5.69999980926514,5.59999990463257,80.0999984741211,,0.9440948842503223,moderate
8719881005494,N'Joy Protein Bar,XXL Nutrition,Protein bars,Belgium,371.0,15.0,2.6,36.0,0.45,1.0,low
8719881005562,Green Protein,XXL Nutrition,Proteinepoeders,en:The Netherlands,393.6,7.2,2.0,77.8,2.0,0.9982023473828999,low
8719881007832,Whey Delicious Chocolate,XXL Nutrition,Supplement,en:Belgium,378.0,5.67,3.0,76.7,0.000833,1.0,low
8719881008068,Diet Shake Meal Replacement,XXL NUTRITION,en:bodybuilding-supplements,en:Belgium,372.8,7.8,3.5,44.1,39.34,0.8076684199183316,moderate
8719881008785,High Protein Bar Chocolate,XXL Nutrition,en:protein-bars,en:The Netherlands,352.0,11.0,,50.0,0.305,0.9964873957739975,low
8719881009263,Whey Hydrolysate (Vanilla),XXL Nutrition,en:protein-powders,en:Belgium,359.0,2.6,0.7,85.9,1.0825,0.9987717701328985,low
8719881009836,Night Protein,XXL Nutrition,en:protein-powders,en:The Netherlands,351.5,1.7,5.6,77.7,0.295,0.855552915891137,moderate
8719881009843,Delicious night protein,XXL Nutrition,"Dietary supplements,Bodybuilding supplements,Protein powders",Netherlands,346.5,2.2,3.7,76.4,0.0025,0.999062558602025,low
8719881011358,Whey Delicious Sweet Vanilla,XXL Nutrition,en:dietary-supplements,en:The Netherlands,384.5,5.7,5.1,80.4,0.4,0.9894759023452433,low
8719881011365,Whey delicious,XXL nutrition,Dietary supplements,Netherlands,384.799987792969,5.69999980926514,5.19999980926514,80.4000015258789,,0.9446179126984958,low
8719881011372,Protein powder,XXL,"Dietary supplements,Bodybuilding supplements,Protein powders",Netherlands,384.5,5.7,0.5,80.0,,1.0,low
8719881011396,Whey Delicious Sweet Vanilla,XXL Nutrition,en:dietary-supplements,en:The Netherlands,385.0,5.67,5.0,80.3,0.325,1.0,low
8719881012065,Whey Isolate,Xxl Nutrition,en:protein-powders,en:The Netherlands,363.0,0.333,2.33,89.3,0.658,1.0,low
8719881012126,Whey Isolate | Chocolate-Caramel,XXL Nutrition,en:protein-powders,en:The Netherlands,363.0,0.333,2.33,89.3,0.658,1.0,low
8719881015288,Whey salted caramel,XXL Nutrition,"Whey protein, en:bodybuilding-supplements",en:Netherlands,378.4,5.3,4.6,79.8,1.0,0.9800064098702168,low
8719881022156,Crispy protein bar,XXL,"Dietary supplements,Bodybuilding supplements,Protein bars",Netherlands,404.444444444444,14.4444444444444,,45.1111094156901,,0.9850451526405182,low
8719881024129,Whey Delicious Strawberry Flavour,XXL Nutrition,"Sweeteners,Food additives,Dietary supplements,Sugar substitutes,Artificial sugar substitutes,Bodybuilding supplements,Protein powders,Flavored-whey-protein,Nutritional-supplements,Strawberry-flavoured,Whey-isolate,Strawberry Flavoured",en:germany,385.0,5.7,5.6,80.1,0.4,0.8785044097411703,moderate
8719881024327,Whey Isolate ZERO Banana,XXL Nutrition,en:protein-powders,en:The Netherlands,353.8,1.1,0.2,90.2,1.22,0.9945220520412931,low
8719881024716,Collagen Shot,XXL Nutrition,Dietary supplements,Netherlands,64.0,,,15.0,,0.9876660285039961,low
8719881026703,Perfect Whey Protein Banana,XXL Nutrition,en:protein-powders,en:The Netherlands,390.0,6.67,4.0,79.3,0.358,0.9880677181745808,low
8719881026734,Perfect Whey Protein,XXL Nutrition,en:protein-powders,en:The Netherlands,390.0,6.67,4.0,79.0,0.358,0.9880677181745808,low
8719881026789,Perfect Whey Strawberry-Banana,XXL Nutrition,Proteinepoeders,en:netherlands,390.0,6.7,3.9,78.9,0.36,0.9828660831345714,low
8719881030502,Perfect Whey Salted Caramel,XXL Nutrition,en:bodybuilding-supplements,en:The Netherlands,390.0,6.7,3.9,78.9,0.9,0.9997678668457438,low
8719881030533,Clear Whey Strawberry Flavor,Kosso Nutrition,en:dietary-supplements,en:The Netherlands,354.0,0.97,1.42,81.81,,1.0,low
8719881031493,Clear Whey Isolate Ice Tea Peach,XXL Nutrition,en:bodybuilding-supplements,en:Belgium,348.0,0.0,2.4,84.4,0.28,0.9991833305675942,low
8719881031752,Whey Isolate Salted Caramel,XXL Nutrition,en:protein-powders,en:The Netherlands,363.0,0.333,2.33,89.3,0.658,1.0,low
8719881031820,Clear Whey,Xxl Nutrition,en:protein-powders,en:Belgium,349.0,0.1,2.4,84.2,0.175,0.9991603714151683,low
8719881033725,Crunchy Protein Bar Salted Caramel,XXL Nutrition,"Dietary supplements,Bodybuilding supplements,Protein bars",Netherlands,222.0,5.9,,19.0,,0.9695451531305613,low
8719881035965,Whey Protien Powder,xxl Nutrition,en:protein-powders,en:The Netherlands,385.0,5.67,5.67,80.0,,0.8741452990675476,moderate
8719881036436,Whey Protein cookies,XXL Nutrition,en:protein-powders,en:france,393.0,6.67,5.67,77.0,0.0,0.8620104670110875,moderate
8719881036443,Orange Preworkout,Xxl,en:protein-powders,en:france,243.0,0.0,1.5,40.0,,0.9932792130303473,low
8719881993197,Red velvet drinkyoghurt cake,Xxl nutrition,Protein bars,en:The Netherlands,386.0,11.0,,30.0,,0.9954123815698253,low
8719881993883,Crunchy proteïne bar,XXL nutrition,Protein bars,en:The Netherlands,401.0,14.0,,28.0,,0.9979761008263122,low
8719881997928,Crunchy protein bar,Hema XXL Nutrition,en:protein-bars,Netherlands,382.0,10.8,23.3,26.7,0.1,0.7319569969623264,moderate
8719881998253,Chocolate Peanut Protein Bar,XXL Nutrition,en:protein-bars,en:The Netherlands,388.0,17.4,4.0,35.2,0.00135,1.0,low
8719881998598,Core Protein Bar Milk Chocolate Caramel,XXL Nutrition,en:protein-bars,en:France,209.0,9.0,1.7,18.0,0.18,1.0,low
8719881998727,Instant Protein Oats Blueberry,XXL Nutrition,en:protein-powders,en:Belgium,397.0,12.5,8.4,26.4,0.443,0.8390219792366659,moderate
8719979200404,RAW BAR VEGAN,,"Snacks, Sweet snacks, Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",France,359.0,3.4,28.08,11.6,0.3,0.8681122774327036,moderate
8719979200428,Raw bar vegan cocoa and gojiberry,,"Snacks, Sweet snacks, Bars, en:protein-bars",France,305.0,2.1,32.0,8.5,0.33,0.6939472438953027,high
8719979204228,Energy Gummies,Accelerate,en:dietary-supplements,en:france,331.0,0.5,48.0,5.0,,0.7975892898020877,moderate
8719979204426,Raw bar,Accelerate,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",en:Belgium,377.0,19.0,36.0,16.7,0.2,0.8478071540250898,moderate
8719979204457,Whey Protein,Accelerate,en:protein-powders,en:france,364.0,5.6,6.1,70.0,0.425,0.858546366641613,moderate
8719979204471,Whey Protein,Accelerate,en:protein-powders,en:france,369.0,5.4,7.1,74.0,1.1,0.8622542160221063,moderate
8720165350025,Plenny bar chocolate,JimmyJoy,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, MRPs, en:meal-replacements","France,Netherlands,Denmark",400.0,18.0,5.3,20.0,0.71,0.9594117672162227,low
8720165350032,Plenny bar vanilla flavour,JimmyJoy,"Snacks, Sweet snacks, Meals, Bars, en:dietary-supplements",Netherlands,400.0,17.0,5.1,20.0,0.71,0.9773161649660088,low
8720165350315,Plenny shake pistacho,Jimmy Joy,"Meals, Dietary supplements, Meal replacements, Bodybuilding supplements, Protein shakes",en:Germany,416.0,16.0,3.4,20.0,0.3,0.9972602162036985,low
8720165350681,Plenny Shake Lemon Pie,Jimmyjoy,"Meals,Dietary supplements,Meal replacements",en:Austria,416.0,16.0,3.7,21.0,0.37,0.9946132720882478,low
8720165350803,Plenny Bar Choco & Coco,JimmyJoy,"Snacks, Meals, Sweet snacks, Bars, Cereal bars, Meal replacements, en:protein-bars",en:Germany,400.0,18.0,4.9,21.0,0.7475,0.9984364095164276,low
8720165350995,Plenny shake,Jimmy Joy,"Dietary supplements, Bodybuilding supplements, Protein shakes",en:Belgium,417.0,15.6,3.75,20.8,0.82,0.9921681286745053,low
8720165396245,Pure whey,Personal protein,en:protein-powders,en:The Netherlands,390.0,6.9,4.0,81.2,0.4,0.9961215913872774,low
8720182102201,Happy Go Clucky,The Vegetarian Butcher,"Plant-based foods and beverages, Plant-based foods, Meat alternatives, Meat analogues, Meat analogues from soy or wheat proteins",United Kingdom,242.0,16.0,1.3,8.8,1.2,0.8598954142690871,moderate
8720195570400,Green Cuisine Vegetarische Krokante Kipfilet,Iglo,"Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Vleesvervangers, Vleeskopieën, Gepaneerde producten, en:Meat analogues from soy or wheat proteins, en:Breaded cutlets substitutes",Netherlands,305.0,17.0,0.7,11.0,0.93,0.8624852758784333,moderate
8720256082408,Crunchy muesly,Holie,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis,Crunchy muesli with nuts,Wheat protein and sunflower seeds","Belgium, Netherlands, en:france",450.0,19.5,2.3,22.7,0.02,0.9689936820885823,low
8720256082729,Crunchy Nuts and Seeds Bar,Holie,en:bodybuilding-supplements,en:The Netherlands,475.0,27.9,3.5,16.0,0.000775,0.7986929591230835,moderate
8720256082743,Crunch Bar Protein Peanut Crunch,Holie’s,"Dietary supplements, Bodybuilding supplements, Protein bars, nl:granolareep, en:bars",en:The Netherlands,450.0,24.1,4.5,21.4,0.1675,0.8716131469666988,moderate
8720326034894,Water,Picnic,"Beverages and beverages preparations,Beverages,Waters,Spring waters,Mineral waters",Netherlands,0.0,0.0,0.0,0.0,0.01825,0.9826921883512565,low
8720354213018,The noir,Hema,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Herbal teas",France,0.0,0.0,0.0,0.0,0.0,1.0,low
8720387780075,Healthboost,Natuurlijk presteren,en:dietary-supplements,en:The Netherlands,250.0,3.0,,16.0,,0.9609386904718189,low
8720589339064,Vegan proteine poeder chocolade,Herbolust,"Dietary supplements,Bodybuilding supplements",Netherlands,394.0,9.30000019073486,4.69999980926514,70.4000015258789,,0.9974937868334903,low
8720600666988,LICES ATA TRAC PROTEIN BOWL 100% PLANTAARDIG NUTRI,Hak,Protein bowl,en:The Netherlands,94.0,2.8,3.5,6.3,0.58,0.860716411388655,moderate
8720608005376,Infusion Grenade Hibiscus,Elephant,"Beverages and beverages preparations, Beverage preparations, Herbal teas, en:fruit-teas",France,1.0,0.0,0.2,0.1,0.0,0.9931613440535382,low
8720608007417,Yellow Label,Lipton,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Hot beverages,Plant-based beverages,Beverage preparations,Teas,Herbal teas,Black teas",France,4.0,0.5,0.5,0.5,0.01,0.9662565541600928,low
8720608025008,Mangue Passion,ÉLÉPHANT,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Tropical fruits, en:herbal-teas","France, Germany",2.0,0.0,0.0,0.0,0.0,0.996817985513501,low
8720608025138,Infusion framboise groseille,Elephant,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Beverage preparations, Herbal teas, en:fruit-teas",France,1.0,0.0,0.0,0.1,0.0,0.9925677579731708,low
8720608025145,Préparation aromatisée pour infusion TILLEUL CITRON,Elephant,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Beverage preparations, Teas, Herbal teas, en:herbal-tea-blends",France,1.0,0.0,0.0,0.1,0.0,0.9925677579731708,low
8720608030354,Pure Relaxation,Elephant,"Beverages and beverages preparations, Beverage preparations, Herbal teas, en:teas",France,4.0,0.5,0.0,0.5,,0.9642926451641389,low
8720608030361,Detox fraîcheur,Éléphant,en:herbal-teas,France,1.0,0.0,0.0,0.1,0.0,1.0,low
8720618005915,Meal shake cookies & cream flavor,Killerbody,"Dietary supplements,Bodybuilding supplements",Netherlands,377.0,12.0,1.0,47.0999984741211,1.88,0.9047185966013466,low
8720648640445,Pure Plant Protein,Noord Code,en:protein-powders,en:The Netherlands,387.0,5.3,17.0,62.0,1.77,0.6597002142406342,high
8720674161464,Protein bar Double chocolate,Kruidvat,en:protein-bars,en:The Netherlands,374.0,18.0,0.7,31.0,,0.9929362248564603,low
8720674161471,Peanut & Caramel Protein Bar,Kruidvat,en:protein-bars,en:The Netherlands,427.0,18.2,23.6,32.7,0.627,0.7331163398464241,high
8720674365299,Pure Whey Vanille,Trekpleister,en:dietary-supplements,en:The Netherlands,382.0,5.6,5.9,75.0,0.58,0.9683417609092055,moderate
8720674365398,Whey Protein (Vanilla),Kruidvat,Protein powder,en:The Netherlands,382.0,5.6,5.9,75.0,1.25,0.8664308700749792,moderate
8720674365411,Pure whey Protein Powder,Kruidvat,en:protein-powders,en:The Netherlands,382.0,6.0,5.2,72.0,0.54,0.852757932940981,moderate
8720674365428,Pure Whey Protein,Kruidvat,en:protein-powders,en:Belgium,380.0,5.5,6.7,74.0,0.57,0.8582499366725642,moderate
8720674365459,High Protein Bar Cookies,Kruidvat,Protein bar,en:The Netherlands,319.0,5.1,1.5,50.0,1.65,0.8044720096266768,moderate
8720726497626,Whey Isolate,Dutch Giant Nutrition,en:protein-powders,en:The Netherlands,387.0,1.0,1.0,87.7,0.325,0.9987963637307685,low
8720813160457,Whey Protein Isolate Chocolate Fudge,Archain,en:protein-powders,en:The Netherlands,347.0,1.7,2.2,80.0,,0.9969641994319332,low
8720828215517,Whey Isolate Vanilla Flavour,Nxt Level,en:dietary-supplements,en:france,398.0,4.0,2.1,87.0,0.3925,1.0,low
8720828215951,Brownie Flavour Pocket Protein,Nxt Level,en:protein-bars,en:The Netherlands,357.0,15.6,2.3,27.3,1.22,0.9923058960464621,low
8720828249628,Citroencake Vegan Eiwitreep,Upfront,Protein bars,en:The Netherlands,431.0,22.0,20.0,27.0,0.59,0.8292440323470638,moderate
8720828249819,Whey Milkshake,UPFRONT,Bodybuilding supplementen,en:The Netherlands,392.0,7.33,3.67,70.0,0.000917,0.9853066911902655,low
8720828507643,Vegan Protein Chocolate,Empose,en:bodybuilding-supplements,en:Belgium,400.0,7.8,0.5,67.0,5.2,0.8270700718673875,moderate
8720828510582,Water Clean Isolate Ice Tea Peach,Empose,en:dietary-supplements,en:The Netherlands,353.0,0.7,0.4,83.0,0.01,1.0,low
8720892340818,Whey Protein Shake,HealthyFit,en:protein-powders,en:Belgium,356.0,4.3,2.8,77.0,0.905,0.9927989618420319,low
8720892340856,PEANUT BUTTER PROTEIN BAR [,Healthy Fit,"Dietary supplements,Bodybuilding supplements,Protein bars",Netherlands,401.0,16.0,4.2,33.0,0.18,0.9940873585682453,low
8720892340870,Vegan Protein Bar,HealthyFit,Protein bars,Netherlands,395.0,15.8,3.67,35.0,0.633,0.994100291431811,low
8720892340894,Pre Workout Tropical Fruit,Healthy fit,en:dietary-supplements,en:Sweden,0.0,0.0,,0.0,,1.0,low
8720892346360,Hazelnut Praline Protein Bar,HealthyFit,en:protein-bars,en:The Netherlands,386.0,14.0,4.2,33.0,0.225,0.9929533878150775,low
8720892346377,Cookies &amp; cream protein bar,Healthyfit,"Dietary supplements,Bodybuilding supplements,Protein bars",Netherlands,335.0,10.2,4.83,33.3,0.279,0.9496774922997107,low
8720892425027,Replace Bar,Eat wow,"Proteine-repen,Peanut butter choclate chip bar",en:Belgium,449.0,25.0,20.0,25.0,0.925,0.8316223948776538,moderate
8720938197178,Craving crusher orange smoothie,Sterrenstof,Dietary supplements,Netherlands,15.0,,,,,0.9750499599361969,low
8720985600591,Whey Proteïne Chocolade,Clean Nutrition,en:protein-powders,en:Belgium,385.0,7.43,,74.0,,0.9893841700626264,low
8720985600720,Whey Protein,Clean nutrition,en:protein-powders,en:The Netherlands,388.0,7.14,,81.1,,1.0,low
8720986890687,Upfront Shake Vanilla Vegan,Upfront,en:dietary-supplements,en:The Netherlands,380.0,4.0,0.667,83.3,0.003,1.0,low
8720986891325,Clear Whey Limonade tropical,UPFRONT,Dietary supplements,Netherlands,338.0,1.8,0.4,80.0,0.000275,0.996481198693228,low
8720986891516,Whey Pro,UPFRONT,en:dietary-supplements,en:The Netherlands,394.0,6.0,6.57,77.1,1.8,0.9744656393937338,low
8720986892391,PHILIPS UPFRONT EIWIT MILKSHAKE VANILLE SMAAK ingr,Upfront,"Beverages and beverages preparations,Beverages,Dairies,Dairy drinks,Flavoured milks,Protein shakes",en:The Netherlands,66.1,1.52,4.85,7.58,0.209,0.8616381383385072,moderate
8720986892834,Eiwit Yoghurt Granola,Upfront,Proteine yoghurt,en:The Netherlands,126.0,6.4,3.2,8.0,0.1,0.8594555945526735,moderate
8720986893077,Eiwit Ijsthee Perzik Kamille,Upfront,Bodybuilding supplementen,en:Belgium,340.0,0.08,0.4,80.0,0.08,0.9947387099054675,low
8720986893558,Eiwitcrisp Vanille Kaneel,UPFRONT,Protein bars,en:The Netherlands,376.0,9.4,23.0,30.0,0.325,0.8189958669922728,moderate
8721008589015,Powerful! Whey Protein Powder,Powerful People,en:protein-powders,en:The Netherlands,396.0,7.1,5.4,76.8,0.295,0.8716651294033849,moderate
8721161716334,Whey Protein Shake,HealthyFit,en:protein-powders,en:Switzerland,403.0,6.67,3.67,76.7,0.692,1.0,low
8721161716419,VANILLA FLAVOUR SVEGAN HEALTHYFIT PROTEIN Make it,Heathy Fit,"Supplements, en:dietary-supplements",en:United Kingdom,366.0,2.4,0.9,81.0,1.3575,0.997794878867233,low
8721325196378,Vegan Proteïne Vanille,Vital Nutrition,Proteinepoeders,en:netherlands,402.0,8.7,1.0,73.3,4.4,0.8395574220237013,moderate
8722200954250,Pétillante Citron,Bar-le-Duc,"Beverages and beverages preparations,Beverages,Carbonated drinks,Waters,Spring waters,Mineral waters,Carbonated waters,Flavored waters,Carbonated mineral waters,Flavored sparkling waters,Flavored carbonated mineral waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,0.0,0.9956171564369409,low
8722200964518,Barle Duc 2 Literwater,Barleduc,"Beverages and beverages preparations, Beverages, Waters, Drinking water, en:natural-mineral-waters",en:The Netherlands,0.0,0.0,,0.0,1.06,0.8810245430716952,moderate
8723300710791,Vitamin C 1000 mg,,"en:Dietary supplements, en:Vitamins","France, en:morocco",0.0,0.0,0.0,0.0,,0.9956459012865895,low
