code,name,brand,categories,countries,energy_kcal,fat,sugar,protein,salt,integrity_score,risk_level
5059883234939,Impact Vegan Protein,MyProtein,Protein powders,en:United Kingdom,413.0,7.33,,73.3,,0.9912663171190546,low
5059883300740,Vimto Clear Whey Protein,MyProtein,en:dietary-supplements,en:United Kingdom,342.0,0.0,2.69,76.9,0.644,1.0,low
5059883304625,Impact Bar - Fudge Brownie Flavor,MyProtein,Protein bars,India,364.0,13.3,3.0,31.2,0.4,1.0,low
5059883309156,CLEAR WHEY ISOLATE,MYPROTEIN,en:protein-powder,"United Kingdom, en:united-states",320.0,0.0,,80.0,0.1,0.9887661375169202,low
5059883365473,Legacy Pre-Workout Dry Scoop - Mango And PassionFruit,Myprotein,Dietary supplements,India,184.0,0.0,1.12,0.0,0.03,0.9964001183796617,low
5059883365855,Whey FWRD Isolate - Chocolate,MyProtein,Protein Powder,en:United Kingdom,389.0,3.77,1.89,79.2,0.519,1.0,low
5059883417059,Impact Whey Protein,My Protein,"Dietary supplements,Bodybuilding supplements,Protein powders,Whey powder",en:india,115.5,1.75,1.41,21.5,0.128525,0.9970820649133398,low
5059883417080,Impact Whey Protein (Strawberry Cream),Myprotein,Whey protein powder,India,387.0,6.15,4.95,75.56,0.451725,0.9864232335698598,low
5059883468587,Impact Whey Isolate Natural Chocolate flavour,MyProtein,Flavoured dietary supplements,en:United Kingdom,360.0,2.0,2.0,80.0,0.51,0.9954808962347026,low
5059883470511,Protein Caramelised Biscuit Flavour,MyProtein,Protein powder,en:United Kingdom,324.0,4.24,4.03,63.6,0.334,0.999069530531574,low
5060043222079,"Muesli fruit, nut & seed",Grain,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Crunchy muesli with fruits not fortified with vitamins and chemical elements",France,385.0,10.1,11.6,10.2,0.04,0.8582251589915759,moderate
5060043223335,Super Muesli Boost,Lizi’s,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Bircher-style mueslis, Muesli flakes fortified with vitamins and chemical elements",Ireland,455.0,20.3,17.9,12.9,0.06,0.8436208732371191,moderate
5060058339397,Danio Blueberry,danone,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Yogurts high in protein on a fruit layer","France,United Kingdom",100.0,2.38,11.2,8.75,0.109,0.8594918524780267,moderate
5060067791865,Alive! Men's Energy Soft Jell Multi-Vitamin,,en:dietary-supplements,en:france,0.0,25.0,0.0,55.0,0.0,0.7933950047803875,moderate
5060072731030,Santé Verte Gca 2700 60 Comprimés,,en:dietary-supplements,France,0.0,0.0,0.0,0.0,,1.0,low
5060072731351,Gluco chondro 2700,,en:dietary-supplements,France,0.0,0.0,0.0,0.0,0.0,1.0,low
5060072733652,"Vitamine D3, 15 ML",Santé Verte,"Compléments alimentaires, Vitamines",France,0.0,0.0,0.0,0.0,,1.0,low
5060072733805,Circulymphe,,en:dietary-supplements,France,0.0,0.0,0.0,0.0,0.0,1.0,low
5060075671302,For goodness shake,,"Dietary supplements, Bodybuilding supplements, Protein shakes",United Kingdom,52.7,1.0,4.9,5.3,0.1,0.8693923642036635,moderate
5060075672453,Protein Chocolate Flavour Shake,For Goodness Shakes,"Dairies, Milks, Dietary supplements, Bodybuilding supplements, Protein shakes",en:United Kingdom,45.7,0.299,4.6,5.75,,0.8779291997336823,moderate
5060075672460,For Goodness Shakes Protein,MyGoodness Ltd,"Dietary supplements, Bodybuilding supplements, Protein shakes, en:milks",en:United Kingdom,45.7,0.115,5.06,5.75,0.00012,0.9304175573031173,moderate
5060075672484,Recovery,For Goodness Shakes,"Meals, Dietary supplements, Meal replacements, Bodybuilding supplements, Protein shakes, Shakes, en:milks",en:United Kingdom,57.0,0.2,9.9,3.5,0.12,0.8699473857330798,moderate
5060075672507,protein chocolate flavour shake,For Goodness Shakes,"Dietary supplements, Bodybuilding supplements, Protein shakes, Chocolate flavour protein shakes",en:United Kingdom,46.4,0.212,4.55,6.06,0.121,0.9008175753632859,moderate
5060075672521,Salted Caramel Protein Shake,For Goodness Shake,Dietary supplements,en:United Kingdom,46.4,0.152,5.15,6.06,0.119,0.9416156548515019,moderate
5060075672774,Protein Shake Chocolate Flavour,For Goodness Shakes,Protein shakes,en:United Kingdom,20.3,0.303,4.91,10.6,0.0985,0.8752632435740137,moderate
5060080390106,Belu Still Water,WaterAid,"Beverages, Waters, Spring waters, Mineral waters, Non-alcoholic beverages, Natural mineral waters","France,Royaume-Uni",0.0,0.0,0.0,0.0,0.0157,0.9863040737918832,low
5060083070944,Multivitamin & minerals,Igennus,en:multivitamins,France,1.0,1.0,1.0,1.0,0.1,0.9390665910203212,low
5060087945224,Salted caramel protein balls,Good4u,Protein ball,United Kingdom,322.0,6.0,35.0,18.0,0.8,0.7562396771787333,high
5060088700082,NAKD PROTEIN - Beurre de cacahuètes - 45g (16x1p),"N?kd, Nakd","Plant-based foods and beverages, Plant-based foods, Snacks, Sweet snacks, Nuts and their products, Bars, Nut bars, Peanut bars, en:bodybuilding-supplements, Barres protéinées","France, United Kingdom, en:switzerland",443.0,21.9,26.8,17.4,0.38,0.9131974254672189,moderate
5060088700129,protein bar caramel,"Nākd, Nakd","Snacks, Sweet snacks, Bars, en:protein-bars","United Kingdom, en:netherlands",425.0,21.0,29.0,17.0,0.01,0.7898488322763122,high
5060088700136,NAKD PROTEIN - Caramel - | Barres protéinées | 7g de protéines végétales | 100% d'ingrédients naturels | Sans sucres ajoutés | 3 x 45g | 135g,Nakd,"Snacks, Sweet snacks, Bars, Cereal bars, Dietary supplements, Bodybuilding supplements, Energy bars, Protein bars, Protein Energy Bars, Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner","United Kingdom,Netherlands, France",423.0,21.0,28.0,17.0,0.01,0.7420634843860444,high
5060088700501,Lotus Biscoff,Trek Power,"Snacks,Sweet snacks,Bars,Cereal bars,Dietary supplements,Bodybuilding supplements,Energy bars,Protein bars,Protein Energy Bars",United Kingdom,435.0,21.8,15.6,27.3,0.841,0.8277506627826685,moderate
5060088700709,Biscoff Protein Bar,Trek Power,"Snacks,Sweet snacks,Bars,Energy bars,Protein bars,Protein Energy Bars",en:United Kingdom,435.0,21.0,16.0,28.0,0.86,0.8241325407474712,moderate
5060088701690,Cashew Cookie Raw Fruit & Nut WholefoodBars,Nakd,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Snacks, Sweet snacks, Fruits based foods, Nuts and their products, Bars, Dietary supplements, Bodybuilding supplements, Nut bars, Cashew nut bars, Energy bars, Fruit based foods (prepared), en:biscuits","Ireland, en:united-kingdom",410.0,23.4,39.2,10.0,0.0,0.8072901282267746,moderate
5060088702284,Cocoa Coconut Protein Flapjack,Sea trek gold,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars","France,United Kingdom",470.0,26.0,28.0,18.0,,0.8315921721210326,moderate
5060088702307,Protein Flapjack Cocoa Oat,TREK,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Bars,Chocolate candies,Cereal bars,Dietary supplements,Bars covered with chocolate,Bodybuilding supplements,Energy bars,Protein bars,Protein Energy Bars","France,United Kingdom",454.0,22.0,28.0,18.0,0.71,0.8566675886207781,moderate
5060088702994,Peanut Power,TREK,"Snacks, Sweet snacks, Bars, Cereal bars, Dietary supplements, Bodybuilding supplements, Energy bars","Germany, en:united-kingdom",375.0,10.9,40.4,19.5,0.895,0.9510681371220637,moderate
5060088703052,Trek Cocoa Chaos Wholefood Energy Bar,Trek,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, Protein bars, en:protein-energy-bars","Germany, en:united-kingdom",344.0,6.73,43.6,18.5,0.455,0.849245991988217,moderate
5060088704073,Cocoa Coconut Protein Flapjacks Chocolate Flavour Topped 3 x,Natural Balance Foods,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, Protein bars","France, Ireland",468.0,25.3,27.2,18.1,0.8,0.8468388608484605,moderate
5060088704097,Cocoa Oat Protein Flapjacks Chocolate Flavour Topped 3 x,Trek,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, en:protein-energy-bars","en:spain, en:united-kingdom, en:france",454.0,22.0,28.0,18.0,0.698,0.870728566185038,moderate
5060088704158,Trek original oat,Trek,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars","France, en:united-kingdom",434.0,19.6,24.4,20.4,1.0,0.8618226238341565,moderate
5060088705377,Cocoa Peanut Peak Protein Energy Chunks,Trek,"Snacks, Sweet snacks, Dietary supplements, Bodybuilding supplements, Protein bars","France,United Kingdom",387.0,13.2,35.0,20.9,0.9,0.8702458882580769,moderate
5060088705803,Protein Flapjack Cocoa Oat,Trek,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars, en:energy-bars","France, en:belgium",364.0,22.0,28.0,18.0,0.00275,0.8446511886730541,moderate
5060088705988,Cocoa Coconut Raw Fruit & Nut Bar,Nakd,"Seafood, Fishes and their products, Snacks, Fishes, Sweet snacks, Bars, Lean fishes, Dietary supplements, Bass, Bodybuilding supplements, Energy bars","en:world, en:ireland",377.0,15.7,47.8,5.9,0.2,0.7798961858338048,moderate
5060088707562,Trek cocoa raisin,Trek,"Dietary supplements, Bodybuilding supplements, Protein bars",United Kingdom,444.0,21.4,29.6,18.0,0.9,0.8476294803011248,moderate
5060088709252,Protein Oat Bar,JB's TREK,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars","United Kingdom,Ireland",378.0,21.0,25.0,19.0,0.62,0.8601480942034762,moderate
5060088709269,Protein Flapjacks: Smooth Lemon,Trek,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars, en:energy-bars","United Kingdom,Ireland",460.0,21.0,25.0,19.0,0.63,0.8581307771134021,moderate
5060088709276,Protein Oat Bar,TREK,"Snacks,Sweet snacks,Bars,Cereal bars,Protein bars","Ireland,United Kingdom",352.0,22.0,24.0,19.0,0.59,0.8611708736372659,moderate
5060088709283,Protein Flapjacks: White Choc & Raspberry,Trek,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, Protein bars, Protein Energy Bars","Belgium,United Kingdom",468.0,21.0,24.0,19.0,0.6,0.8594499802003555,moderate
5060088709412,Millionaire Shortbread,Trek,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Bars,Biscuits,Protein bars",United Kingdom,427.0,19.5,22.7,27.6,0.782,0.8486636108391954,moderate
5060088709542,Fruit oat and seed bar,nakd,"Snacks, Sweet snacks, Bars, Cereal bars, Dietary supplements, Bodybuilding supplements, Fruits cereal bars, Apple cereal bars, Energy bars",en:United Kingdom,326.0,5.1,47.8,3.6,0.04,0.8106142657806366,moderate
5060088709931,protein flapjack peanut butter,Trek,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",United Kingdom,488.0,26.0,24.0,18.0,0.945,0.8347659944086508,moderate
5060113081117,Bursting Berry Blend,Creative nature Superfoods,"Fruit-and-oat-bar,Protein bars",France,285.0,2.3,16.0,4.9,0.05,0.7957834779637615,moderate
5060119290407,Diet Whey Lean Protein Powder,PhD,"Dairies, Dietary supplements, Bodybuilding supplements, Protein powders, Whey powder","United Kingdom, en:it",384.0,8.44,5.31,62.5,1.16,0.8553089827416075,moderate
5060119291404,Diet Whey Vanilla creme,PHD,en:protein-powders,Belgium,388.0,8.12,2.81,62.5,0.828,0.9991625919233977,low
5060119291466,Smart Bar Dark Choc Raspberry,PhD,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars",France,392.0,14.0,2.1,32.0,0.167,0.9957727194615493,low
5060119291855,Smart Bar Caramel Crunch,PhD,"Dietary supplements, Bodybuilding supplements, Protein bars",France,372.0,17.0,1.0,29.0,0.51,0.997117969054609,low
5060119291961,Smart Bar Choc Peanut Butter,,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",France,404.0,19.0,3.4,31.0,,1.0,low
5060119292050,Smart Bar Chocolate Brownie,PhD,Protein bars,"France, en:united-kingdom",370.0,11.1,1.88,32.8,0.398,0.988558408254987,low
5060119293309,Smart Bar White Choc Blondie,PhD,"Dietary supplements,Bodybuilding supplements,Protein bars","France,Italy",382.0,8.9,6.9,39.0,0.2752,0.8879508258059102,moderate
5060119293316,Smart jack chocolat cacahuète,PhD,"Dietary supplements, Bodybuilding supplements, Protein bars",France,382.0,14.0,15.0,28.0,0.6,0.8706719961984883,moderate
5060119293347,Smart Jack Protein & Oat Flapjack Blueberry Muffin,"PhD, Smart jack","Dietary supplements, Bodybuilding supplements, Protein bars",France,371.0,13.0,15.0,25.0,0.73,0.8852970336044295,moderate
5060119294290,Barre protéinée flapjack triple chocolat,"PhD, PhD Smart Jack","Dietary supplements, Bodybuilding supplements, Protein bars",France,376.0,14.0,14.0,26.0,0.69,0.8776509789373231,moderate
5060120285454,Rude health ultimate muesli organic,Rude Health,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Bircher-style mueslis, Mueslis with fruits, Bircher-style mueslis with fruits, Bircher-style muesli flakes with fruits not fortified with vitamins and chemical elements","Belgium, en:united-kingdom",363.0,9.0,14.0,11.0,0.03,0.8525816898073202,moderate
5060128840006,Life Water Still,,"Beverages, Waters, Spring waters, Mineral waters",United Kingdom,0.0,0.0,0.0,0.0,0.0,0.9992290418775677,low
5060132282304,Barre cacahuète et baies,Meridian,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars",France,465.0,25.9,25.8,15.2,0.06,0.8690913924060986,moderate
5060136750199,Teapigs lemon & ginger,teapigs,herbal tea,"France, en:united-kingdom",0.0,0.0,0.0,0.0,0.0,0.9956459012865895,low
5060142010171,Pulsin' Protéine De Petit Lait Isolée 250 g,Pulsin,en:dietary-supplements,France,385.0,0.3,2.5,93.0,0.5,1.0,low
5060142010188,Soya Protein,Pulsin,"Dietary supplements, Bodybuilding supplements, Protein powders","France, en:united-kingdom",389.579349904397,2.4,0.3,90.0,2.53,0.9908719134437896,low
5060142010195,Pea protein powder,Pulsin,"Dietary supplements,Bodybuilding supplements,Protein powders,Pea protein powder",United Kingdom,406.0,9.1,0.1,80.0,4.9,0.8060130289294168,moderate
5060142010386,Whey concentrate protein power,Pulsin,"Dietary supplements, Bodybuilding supplements, Protein powders",United Kingdom,412.0,7.5,4.0,82.0,0.38,0.9991273685992688,low
5060142012700,Keto bar,Pulsin,en:dietary-supplements,"Spain, en:united-kingdom",494.0,32.0,3.8,25.4,0.6,0.8437456880957591,moderate
5060148621128,Avant Natural Mineral Water 500ML,,"Beverages, Waters, Spring waters, Mineral waters, Natural mineral waters",en:United Kingdom,0.0,0.0,0.0,0.0,,0.9980987786703368,low
5060161308419,Gooey protein bar salted caramel & milk chocolate,Scimx,"Dietary supplements, Bodybuilding supplements, Protein bars",en:United Kingdom,353.0,13.0,2.2999999523163,34.0,0.75999999046326,1.0,low
5060161309317,Scimx,SCI MX,Protein bars,United Kingdom,366.0,14.3,3.07,30.7,0.693,0.9949213093739045,low
5060161309836,Scismix Choc Chip Protein Brownie,Sci-Mx,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Dietary supplements, Bodybuilding supplements, Protein bars",United Kingdom,378.0,15.2,0.769,30.8,0.696,1.0,low
5060166690427,Monster energy RIPPER Juiced,Monster Energy,"fr:boissons, boissons-énergisantes, en:energy-drinks","en:spain, en:france",37.0,0.0,8.4,0.0,0.04,0.9942589278653884,low
5060166690984,Monster Energy Export,Monster Energy,"fr:boissons, boissons-avec-sucre-ajouté, en:energy-drinks","en:spain, en:france",38.0,0.0,8.7,0.52,0.21,0.9865672178689646,low
5060166691165,Monster energy shot,Monster Energy,"Beverages, en:energy-drinks",France,22.0,0.5,6.0,0.5,0.5,0.8244915958180018,moderate
5060166692483,Monster,Monster,"Beverages, Sweetened beverages, en:energy-drinks","Spain,France,Poland",47.0,0.0,11.0,0.0,0.19,0.9995135622922324,low
5060166696382,Monster Assault,Monster,en:energy-drinks,en:france,42.0,0.0,10.0,0.0,0.05,0.9913632995737357,low
5060183673731,4 Chewy Roasted Nut Bars,Stoats,"Snacks, Sweet snacks, Bars, Cereal bars, Dietary supplements, Bodybuilding supplements, Protein bars",United Kingdom,448.0,21.2,21.2,15.0,0.3,0.864686992877151,moderate
5060188692379,Milkshake protein,Acti-Shake,"Dietary supplements, Bodybuilding supplements, Protein shakes",en:United Kingdom,193.0,0.5,3.5,5.9,0.18,0.8964628337818559,moderate
5060189400416,protein nut free mint chocolate,get buzzing,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars",en:United Kingdom,409.0,15.0,28.0,24.0,0.83,0.8765678241053466,moderate
5060201624363,Protein oat bar chocolate imp,,"Snacks, Sweet snacks, Bars, en:protein-bars",en:United Kingdom,419.0,18.6,18.3,21.0,1.04,0.8405054954140352,moderate
5060201624844,Oat bar (chocolate),Fuel,"Snacks, Sweet snacks, Cocoa and its products, Dietary supplements, Bodybuilding supplements, Protein bars, en:cereal-bars",United Kingdom,418.0,18.7,18.4,21.1,1.03,0.8361351994531921,moderate
5060201625421,Salted caramel oat bar imp,"fuel,fuel 10k","Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, Protein bars, en:cereal-bars",United Kingdom,429.0,18.2,19.6,20.5,0.93,0.8509983000289975,moderate
5060216560458,Immunity Forte Black Elderberry Effervescent,Sambucol,"Supplements,Vitamins","United Kingdom,Ireland",50.0,0.0,0.0,0.0,0.0,0.9881094116929903,low
5060216564456,beauty protein,Bioglan,Dietary supplements,France,369.0,4.7,0.6,75.3,1.1,1.0,low
5060221201421,50 calibre pre-workout killa cola,Grenade,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars",United Kingdom,231.0,0.2,1.5,40.0,0.0012,0.9855345906352012,low
5060221201605,Carb Killa Fudge Brownie,Grenade,"Dietary supplements, Bodybuilding supplements, Protein bars","France, Ireland, United Kingdom, en:australia",383.0,14.0,3.33,35.0,0.65,1.0,low
5060221201872,Carb Killa High Protein Bar Chocolate Crunch,,"Dietary supplements, Bodybuilding supplements, Protein bars","France, Germany",368.0,14.2,2.8,37.8,0.73,0.9984350339809961,low
5060221203630,Protein Shake Fudge Brownie Flavoured,,"Dietary supplements, Bodybuilding supplements, Protein shakes","France, en:united-kingdom",198.0,7.3,8.3,24.0,0.92,0.8715860464553341,moderate
5060221203937,Carb Killa High Protein Bar Chocolate Chip Cookie Dough,Grenade,"Dietary supplements, Bodybuilding supplements, Protein bars","France, Ireland, Spain, en:australia",364.0,15.0,3.1,34.0,0.56,1.0,low
5060221203944,Grenade Carb Killa Protein Bar Choco Chip Cookie Dough 12 60G,Carbonell,en:Protein bars,France,364.0,14.8,3.1,33.8,0.56,1.0,low
5060221203968,"Grenade Carb Killa,White Chocolate",Grenade,"Dietary supplements, Bodybuilding supplements, Protein shakes","France, Spain, en:united-kingdom",65.0,2.7,1.5,7.5,0.17,0.884538873820176,moderate
5060221206501,Reload protein oat bar,Grenade,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars","Jersey,France",1368.0,13.0,4.4,24.0,0.78,0.8280996472775862,moderate
5060221208048,Protein Riegel Birthday cake,Grenade,"Imbiss, Süßer Snack, Riegel, Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinriegel",Germany,354.0,13.0,2.7,35.0,0.2,0.9992026974436645,low
5060221208772,Grenade white chocolate salted peanut flavor,Grenade,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Protein bars","France,Sweden",403.0,20.0,3.4,33.0,0.51,1.0,low
5060229011503,Three Cinnamon Organic Herbal Tea,PUKKA,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas",France,4.0,0.0,0.0,0.0,0.0,0.9931067735701503,low
5060229013781,Tisane Bio Après-dîner Pukka,"Carrefour BIO, pukka",en:herbal-teas,France,4.0,0.0,0.0,0.0,0.0,0.991102219931653,low
5060229013804,Infusion Citronnelle Et Gingembre Bio - 20 Sachets - Pukka,Pukka,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, en:teas","France, Pays-Bas, en:be",4.0,0.0,0.0,0.0,0.0,0.9931067735701503,low
5060238480017,Organic Maca Powder,Naturya,en:dietary-supplements,France,330.0,0.8,38.3,10.0,0.1,0.8322824455563285,moderate
5060238480048,Hemp Protein Powder,Naturya,en:protein-powders,"France, en:united-kingdom",362.0,11.0,5.9,49.0,0.1,0.7342197124497701,high
5060238480079,"Naturya - Herbe De Blé En Poudre, 200 g",Naturya,"Dietary supplements, Bodybuilding supplements","France, en:united-kingdom",266.0,1.4,4.3,20.0,0.19,0.8055498637653653,moderate
5060238480208,Naturya Blends Organic Greens,Naturya,"Dietary supplements, Spirulina",United Kingdom,311.0,3.9,13.0,30.0,0.09,0.8026984456041557,moderate
5060238481854,Protéine de chanvre en poudre,Naturya,"Dietary supplements,Bodybuilding supplements,Protein powders",France,362.0,11.0,5.9,50.0,0.01,0.8471692288615881,moderate
5060238481861,Maca en poudre,Naturya,en:dietary-supplements,France,327.0,0.8,38.0,10.0,0.01,0.9574260389481847,moderate
5060238483483,Collagen Support Vanilla,Naturya,Protein powders,en:United Kingdom,330.0,1.0,20.0,32.0,0.43,0.6662052806941926,high
5060245600507,GOLD STANDARD 100% WHEY DOUBLE RICH CHOCOLATE,OPTIMUM NUTRITION,"Dietary supplements, Bodybuilding supplements, Protein powders","France,Germany,Ireland,United Kingdom",374.0,4.52,1.61,77.4,0.456,1.0,low
5060245601504,PLATINUM HYDRO WHEY,Optimum nutrition,"Dietary supplements,Bodybuilding supplements,Protein powders",France,354.0,0.9,1.6,75.0,1.2,1.0,low
5060245603416,Aminox Blue Raz,Finish First,Dietary supplements,France,338.0,,0.0,,,0.9840892958154648,low
5060245604215,100% Whey,Optimum Nutrition,"A, en:bodybuilding-supplements",en:spain,372.0,4.06,3.12,75.0,0.23,0.988365087806693,low
5060245605342,Gold Standard 100% Whey Chocolate Peanut Butter,Optimum Nutrition,"Dietary supplements, Bodybuilding supplements, Protein powders","France,Switzerland",366.0,4.06,3.12,75.0,1.54,1.0,low
5060245605359,Gold standard chocolate peanut butter flavored whey protein,Optimum nutrition,"Protein powders,protein powder",France,364.0,4.1,3.2,74.0,1.5725,0.9952580802255686,low
5060245605656,Gold Standard Pre-Workout,Optimum nutrition,"Dietary supplements, Bodybuilding supplements, Protein powders",France,2.0,1.0,1.0,80.0,0.0,0.8264842475232895,moderate
5060245607018,Syntha-6 Edge Strawberry,BSN,"Dietary supplements, Bodybuilding supplements, Protein powders",France,419.0,9.59,5.48,65.8,1.1,0.877182241029489,moderate
5060245609937,Gold Standard Bcaa Train + Sustain Amino Acids On,Optimum Nutrition,Dietary supplements,France,326.0,,,,0.811,0.9602847933449995,low
5060248208267,Fit food vanilla yogurt with granola,fit foods,protein yoghurt,"United Kingdom,Ireland",99.0,3.40000009536743,12.0,3.29999995231628,0.1,0.8572493425867929,moderate
5060248208519,Fit Food Chocolate Flavoured pudding,Fit Foods,"protein yoghurt,Yogurts",en:Ireland,82.0,1.8,4.8,10.0,0.26,0.8465818241134287,moderate
5060260282603,proto-col,verisol,"fr:Complėment alimentaire pour la peau, en:dietary-supplements",en:France,0.0,0.0,0.0,0.0,0.0,0.9956459012865895,low
5060268001558,Kiwi Apple Cucumber Spinach Lemon Ginger,Aldi Cold Press,Mixed fruits pure multivitamin juice,en:United Kingdom,45.0,0.16,9.3,0.33,0.009,0.9901387293417282,low
5060288690541,Maca Release The Jaguar,,Dietary supplements,United Kingdom,306.0,1.5,29.4,11.7,0.03,0.7968903910271341,moderate
5060292835198,Pure Whey Isolate,Bodybuilding Warehouse,"Dietary supplements, Bodybuilding supplements, Protein powders",en:United Kingdom,374.0,1.0,0.4,90.0,,1.0,low
5060293441404,Bodyme Org Protein Bar - Cacao Mint,,en:Protein bars,France,427.0,18.5,26.3,26.6,0.57,0.8568762754809524,moderate
5060293441411,Organic Protein Bar plant - Chia Vanilla 60G,BodyMe,"Dietary supplements, Bodybuilding supplements, Protein bars, en:protein-energy-bars","France, en:united-kingdom",415.0,17.9,25.3,27.3,0.56,0.8504488385344147,moderate
5060293441954,BodyMe Organic Protein Shake (Vanilla),BodyMe,"Dietary supplements,Bodybuilding supplements,Protein powders",en:United Kingdom,368.0,2.3,21.4,57.5,0.98,0.8586384441506976,moderate
5060296688790,Reserve,Monster,"getränke, energy-drinks, de:energydrink-mit-zucker, en:getränke",Germany,25.0,,5.9,,0.12,0.9802280333076043,low
5060302240271,Aduna Moringa  Green Superleaf Powder,ADUNA,Food supplement,United Kingdom,274.0,4.7,7.4,23.1,0.33,0.9150716553718805,moderate
5060302390396,Chia Charge,Chia Charge,Protein Energy Bars,France,472.0,25.0,28.0,6.0,1.0625,0.6808828672265628,high
5060302392567,Jaffa Cake Chia Seed Protrin Crispy Bar,Chia Charge,"Dietary supplements,Bodybuilding supplements,Protein bars,Vegan,Wheat-free,Chia seed energy bar",en:United Kingdom,452.0,17.2,33.2,34.2,1.17,0.677886845306289,high
5060307290974,Noxpump pre work,,"Dietary supplements, Bodybuilding supplements, Protein powders",United Kingdom,284.0,0.1,1.3,49.3,0.0,0.9862982410740658,low
5060317320432,High-Protein Milkshake,UFIT,"Dietary supplements, Bodybuilding supplements, Protein shakes",United Kingdom,56.0,0.16,3.6,10.0,0.108,0.8653879744295415,moderate
5060317321767,High-Protein Milkshake,ÜFit,Protein shakes,en:United Kingdom,45.2,0.0909,3.33,7.58,0.128,0.8917687630772742,moderate
5060317322306,Salted caramel,U Fit,"Beverages, Dietary supplements, Bodybuilding supplements, Protein shakes",United Kingdom,55.0,1.1,3.5,7.2,0.1,0.8635465664101861,moderate
5060317322634,U Fit 20g Protein White Chocolate,uFit,en:dietary-supplements,en:United Kingdom,52.4,0.12,4.0,8.0,0.12,0.8831183315222852,moderate
5060317322849,UFIT Raspberry Ripple flavour high protein milkshake,UFIT,"Meals, Dietary supplements, Meal replacements, Bodybuilding supplements, Low calorie meal replacement, Low calorie milkshake meal replacement in powder reconstituted with skimmed milk, Protein shakes",United Kingdom,44.0,0.1,3.3,7.6,0.12,0.862084014434943,moderate
5060317322979,Chocolate Protein Shake,Ufit,"Dietary supplements,Bodybuilding supplements,Protein shakes",United Kingdom,50.0,0.2,3.9,7.2,0.03,0.8785877334494363,moderate
5060317322993,Salted Caramel Milkshake,U Fit,Protein shakes,en:United Kingdom,46.8,1.03,3.55,7.1,0.187,0.8898512194541,moderate
5060318668274,Choco Crunch,,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux",France,395.0,4.9,23.0,10.0,0.55,0.7651834572533938,moderate
5060318690787,Battle Oats Dark Chocolate Chip Protein Oat Bar 70G,,en:Protein bars,France,429.0,18.0,21.0,22.0,0.9,0.8667387054014803,moderate
5060318690794,Battle Oats Cranberry & Blueberry Fusion Protein Oat Bar 70G,battle oats,en:Protein bars,France,420.0,16.0,21.0,22.0,0.93,0.8713045936764812,moderate
